train_loss,val_loss,train_mae,val_mae
0.5840753270626807,0.5766687634529197,0.505427636125022,0.4816456408593617
0.5736039804031039,0.5749253837828515,0.48456636838903605,0.4722144790851922
0.5723949382805649,0.5744773991388361,0.48160204019658803,0.4691617128214256
0.5717852352157322,0.5744071608762451,0.47957616883513293,0.47028321806700074
0.5715752382606841,0.5745902066325304,0.47910161966929166,0.47130276667635185
0.5715188842656401,0.5744670720950288,0.4785736172421578,0.4680640634415562
0.5713582792512508,0.5742606220517156,0.47786661400394853,0.4674210537706897
0.5711218594451039,0.5743256360798529,0.4777521583734886,0.46749729469937823
0.5711606600972505,0.5742752508948488,0.4774557466418962,0.46820883631565413
0.5710548133386271,0.5742179805966291,0.4772119201676367,0.4671190971199465
0.5714711912177272,0.5742119117620705,0.47726947088978444,0.4669962346254547
0.5710463298606847,0.5743023309938068,0.4770641667000944,0.46796208724370736
0.5708737372474735,0.574231851540123,0.47685792430325924,0.46704586570212214
0.5709901871369568,0.5742220002684767,0.47601384070892216,0.46707488324028884
0.5704502810512533,0.5741966163560229,0.47561987897555236,0.46664261688548153
0.5705954216314052,0.5741866899096466,0.47555163065261646,0.46610030296879695
0.5703775540893252,0.5742004106225027,0.47496791669019234,0.4663446016270806
0.5703931577535755,0.5742158078942261,0.47477012871375235,0.46726256744068045
0.5704990937545514,0.5742123950200185,0.4746801844859582,0.46637595815906424
0.5703808158007821,0.5742134724672701,0.47466809657456815,0.46699306716492245
0.5702766500456812,0.5742093482804559,0.4745812859536198,0.4667520819554227
0.5701984471348335,0.5741806038833024,0.47403955554495764,0.46597551168489937
0.5701198497007439,0.5742189268863771,0.4739550638082632,0.466997923169943
0.5702016780892976,0.5741902821742954,0.473763110663739,0.46665007025179467
0.5701108681229994,0.5741903096903941,0.47381493496944643,0.46603129177018165
0.5703301729290553,0.5741939055483086,0.47379629397903944,0.4661059538975173
0.570059684367233,0.5741828017187626,0.4737500213143206,0.46606483504977086
0.5700742724832929,0.5741742626448672,0.4736074067767314,0.4656231982938228
0.5699857467166168,0.5741712493955103,0.47346309749808124,0.4655297186183845
0.5701257953164162,0.5741739278132227,0.4735680623727604,0.4656980266883679
0.5699807536654093,0.5741705431152362,0.47337794057207944,0.4655944029748334
0.5700137219067487,0.5741827064213039,0.4734705346963109,0.4660250455827595
0.5699425838334888,0.5741700580221482,0.47333647090555836,0.4657462735325362
0.5700188599919316,0.5741652763777066,0.4733677952991132,0.4653649958311561
0.5702475531285671,0.5741732129447571,0.473308165464055,0.4657161755369601
0.569909736648519,0.5741711004103033,0.4732199260749434,0.4659003270003335
0.5699138533440506,0.5741758546640693,0.47324745789468364,0.46605239165600276
0.5700042165158316,0.5741645174768819,0.4732094364932713,0.46555937570946077
0.5699607112805061,0.5741649431061512,0.47321670454124704,0.46543484630488957
0.5700949415574914,0.5741671225330003,0.4731255202860991,0.4655312080303734
0.5699114425357353,0.5741715585065887,0.4730666374127815,0.4658532927480592
0.5699104853601743,0.5741687198133772,0.47305328645346045,0.4659042355361875
0.5699901292555716,0.5741651524683462,0.4731091997289271,0.46562266941702163
0.5699779778647254,0.5741727063976937,0.4731013666480878,0.465870921596295
0.5699146155260407,0.5741656291074677,0.4730228782596317,0.46552481821353664
0.5703258482542641,0.5741628785603897,0.4730159813152835,0.4654378360340881
0.5701719264722238,0.5741612343277124,0.4730251875401079,0.46537755253712104
0.5700782542587436,0.5741630624836708,0.472939991517425,0.4654808369917906
0.5699151080242287,0.5741658641902286,0.47293983623630703,0.4654502230798149
0.5700797136287187,0.5741623019281394,0.4730500558673747,0.4654042179626399
